filename_and_fake,std,ci,fake,mos,num_ratings,count_1,count_2,count_3,count_4,count_5,filename
static/images/500px_cc0/medium/116213163_Tagetes.jpg1,1.0818177620697815,0.6246229794955713,1.0,2.642857142857143,14,2,4,6,1,1,static/images/500px_cc0/medium/116213163_Tagetes.jpg
static/images/500px_cc0/medium/122238161_something.jpg0,0.9268086959962983,0.5600648897221667,0.0,1.7692307692307692,13,6,5,1,1,0,static/images/500px_cc0/medium/122238161_something.jpg
static/images/500px_cc0/medium/122238161_something.jpg1,1.4529663145135578,1.116848776444154,1.0,2.111111111111111,9,5,0,3,0,1,static/images/500px_cc0/medium/122238161_something.jpg
static/images/500px_cc0/medium/130002295_Sea_view.jpg0,0.7929614610987588,0.5038236756015764,0.0,4.083333333333333,12,0,0,3,5,4,static/images/500px_cc0/medium/130002295_Sea_view.jpg
static/images/500px_cc0/medium/130002295_Sea_view.jpg1,0.7037315505489966,0.3897135429106988,1.0,3.933333333333333,15,0,0,4,8,3,static/images/500px_cc0/medium/130002295_Sea_view.jpg
static/images/500px_cc0/medium/130002297_Island.jpg0,0.9749612559222293,0.5629258696970865,0.0,3.7857142857142856,14,0,1,5,4,4,static/images/500px_cc0/medium/130002297_Island.jpg
static/images/500px_cc0/medium/130002297_Island.jpg1,0.9972489631508745,0.5757944087277698,1.0,4.071428571428571,14,0,1,3,4,6,static/images/500px_cc0/medium/130002297_Island.jpg
static/images/500px_cc0/medium/130002299_People.jpg0,1.0997835284835873,0.6090398177910421,0.0,2.066666666666667,15,6,4,3,2,0,static/images/500px_cc0/medium/130002299_People.jpg
static/images/500px_cc0/medium/130002299_People.jpg1,0.90033663737852,0.572046607781251,1.0,2.0833333333333335,12,3,6,2,1,0,static/images/500px_cc0/medium/130002299_People.jpg
static/images/500px_cc0/medium/130002301_Boats.jpg0,0.6992058987801009,0.5001817683751204,0.0,3.4,10,0,1,4,5,0,static/images/500px_cc0/medium/130002301_Boats.jpg
static/images/500px_cc0/medium/130002301_Boats.jpg1,0.7510676161988108,0.4538656180692091,1.0,3.3076923076923075,13,0,2,5,6,0,static/images/500px_cc0/medium/130002301_Boats.jpg
static/images/500px_cc0/medium/130002303_Boat.jpg0,1.2628425245572248,0.627996813105117,0.0,2.7777777777777777,18,3,6,2,6,1,static/images/500px_cc0/medium/130002303_Boat.jpg
static/images/500px_cc0/medium/130002303_Boat.jpg1,1.2403473458920846,0.7161552360891665,1.0,3.0,14,2,3,3,5,1,static/images/500px_cc0/medium/130002303_Boat.jpg
static/images/500px_cc0/medium/130002305_Sea.jpg0,1.364734406395618,0.7272156325802781,0.0,3.5625,16,2,2,1,7,4,static/images/500px_cc0/medium/130002305_Sea.jpg
static/images/500px_cc0/medium/130002305_Sea.jpg1,0.9464847243000456,0.5043461088720433,1.0,3.3125,16,1,1,7,6,1,static/images/500px_cc0/medium/130002305_Sea.jpg
static/images/500px_cc0/medium/130002307_IPhone.jpg0,0.8221248859286776,0.3555134601983325,0.0,2.3043478260869565,23,4,9,9,1,0,static/images/500px_cc0/medium/130002307_IPhone.jpg
static/images/500px_cc0/medium/130002307_IPhone.jpg1,0.9521904571390465,0.3930449029770412,1.0,2.36,25,6,6,11,2,0,static/images/500px_cc0/medium/130002307_IPhone.jpg
static/images/500px_cc0/medium/130002537_Park.jpg0,0.837707816583391,0.4037622431578072,0.0,2.5789473684210527,19,2,6,9,2,0,static/images/500px_cc0/medium/130002537_Park.jpg
static/images/500px_cc0/medium/130002537_Park.jpg1,0.869718492622904,0.525565625100826,1.0,2.6153846153846154,13,1,5,5,2,0,static/images/500px_cc0/medium/130002537_Park.jpg
static/images/500px_cc0/medium/130002571_View.jpg0,1.009049958219026,0.6778889858205781,0.0,3.727272727272727,11,0,1,4,3,3,static/images/500px_cc0/medium/130002571_View.jpg
static/images/500px_cc0/medium/130002571_View.jpg1,0.8139410298049853,0.4337185595224806,1.0,3.4375,16,0,2,6,7,1,static/images/500px_cc0/medium/130002571_View.jpg
static/images/500px_cc0/medium/130002607_Sky.jpg0,0.8691439785278705,0.3853568517935142,0.0,3.227272727272727,22,0,5,8,8,1,static/images/500px_cc0/medium/130002607_Sky.jpg
static/images/500px_cc0/medium/130002607_Sky.jpg1,0.9102589898327995,0.41434492449876315,1.0,3.142857142857143,21,1,2,13,3,2,static/images/500px_cc0/medium/130002607_Sky.jpg
static/images/500px_cc0/medium/130002695_Sparks.jpg0,1.1281521496355325,0.7167936785724871,0.0,3.0,12,1,2,7,0,2,static/images/500px_cc0/medium/130002695_Sparks.jpg
static/images/500px_cc0/medium/130002695_Sparks.jpg1,0.6666666666666666,0.4769046039683813,1.0,3.0,10,0,2,6,2,0,static/images/500px_cc0/medium/130002695_Sparks.jpg
static/images/500px_cc0/medium/130002717_Shoes.jpg0,0.8719139396343282,0.42024906672489193,0.0,2.263157894736842,19,3,10,4,2,0,static/images/500px_cc0/medium/130002717_Shoes.jpg
static/images/500px_cc0/medium/130002717_Shoes.jpg1,1.0966377611066325,0.5453451287183735,1.0,2.4444444444444446,18,4,6,4,4,0,static/images/500px_cc0/medium/130002717_Shoes.jpg
static/images/500px_cc0/medium/130002917_Watch.jpg0,1.1048023512348792,0.5680369536067364,0.0,2.2941176470588234,17,5,4,7,0,1,static/images/500px_cc0/medium/130002917_Watch.jpg
static/images/500px_cc0/medium/130002917_Watch.jpg1,1.25,0.6660779829872885,1.0,2.6875,16,3,4,6,1,2,static/images/500px_cc0/medium/130002917_Watch.jpg
static/images/500px_cc0/medium/130002939_Relaxing.jpg0,1.07496769977314,0.768985567708667,0.0,2.6,10,2,2,4,2,0,static/images/500px_cc0/medium/130002939_Relaxing.jpg
static/images/500px_cc0/medium/130002939_Relaxing.jpg1,1.1361818036340359,0.7632973217031638,1.0,2.909090909090909,11,1,3,4,2,1,static/images/500px_cc0/medium/130002939_Relaxing.jpg
static/images/500px_cc0/medium/130002959_Extreme_biker.jpg0,1.3506205330054124,0.7798250787449361,0.0,3.142857142857143,14,2,2,5,2,3,static/images/500px_cc0/medium/130002959_Extreme_biker.jpg
static/images/500px_cc0/medium/130002959_Extreme_biker.jpg1,1.0919284281983377,0.6598457452602964,1.0,3.230769230769231,13,1,1,7,2,2,static/images/500px_cc0/medium/130002959_Extreme_biker.jpg
static/images/500px_cc0/medium/130003073_Old_plane.jpg0,1.0836246694508316,0.6885022674100245,0.0,2.4166666666666665,12,2,6,1,3,0,static/images/500px_cc0/medium/130003073_Old_plane.jpg
static/images/500px_cc0/medium/130003073_Old_plane.jpg1,0.632455532033676,0.42488940779863826,1.0,2.0,11,2,7,2,0,0,static/images/500px_cc0/medium/130003073_Old_plane.jpg
static/images/500px_cc0/medium/130003187_Barman.jpg0,1.2947859237091257,0.6438818917883613,0.0,2.5,18,5,5,3,4,1,static/images/500px_cc0/medium/130003187_Barman.jpg
static/images/500px_cc0/medium/130003187_Barman.jpg1,1.3382263161373769,0.6654842907213099,1.0,2.5555555555555554,18,5,5,2,5,1,static/images/500px_cc0/medium/130003187_Barman.jpg
static/images/500px_cc0/medium/130003227_Small_bird.jpg0,1.046820583162814,0.5578113140661314,0.0,3.1875,16,1,3,5,6,1,static/images/500px_cc0/medium/130003227_Small_bird.jpg
static/images/500px_cc0/medium/130003227_Small_bird.jpg1,1.2763022245616642,0.5973278280406371,1.0,3.55,20,2,1,7,4,6,static/images/500px_cc0/medium/130003227_Small_bird.jpg
static/images/500px_cc0/medium/130003289_Day_at_sea.jpg0,1.0036697371030328,0.5160393614785797,0.0,3.411764705882353,17,1,1,7,6,2,static/images/500px_cc0/medium/130003289_Day_at_sea.jpg
static/images/500px_cc0/medium/130003289_Day_at_sea.jpg1,0.8837151016885367,0.4893851113170318,1.0,3.7333333333333334,15,0,1,5,6,3,static/images/500px_cc0/medium/130003289_Day_at_sea.jpg
static/images/500px_cc0/medium/131139407_Free_Stock_Photos.jpg0,0.8201995322647245,0.5510175433521591,0.0,3.4545454545454546,11,0,2,2,7,0,static/images/500px_cc0/medium/131139407_Free_Stock_Photos.jpg
static/images/500px_cc0/medium/131139407_Free_Stock_Photos.jpg1,1.206045378311055,0.8102323098054325,1.0,3.6363636363636362,11,0,3,1,4,3,static/images/500px_cc0/medium/131139407_Free_Stock_Photos.jpg
static/images/500px_cc0/medium/135558441_Pizza.jpg0,0.8997354108424372,0.49825686281662096,0.0,2.3333333333333335,15,3,5,6,1,0,static/images/500px_cc0/medium/135558441_Pizza.jpg
static/images/500px_cc0/medium/135558441_Pizza.jpg1,0.8047478161629563,0.36631681406391037,1.0,2.380952380952381,21,3,8,9,1,0,static/images/500px_cc0/medium/135558441_Pizza.jpg
static/images/500px_cc0/medium/139228225_Sunset-PicLiberum.com_0001.jpg0,0.8837151016885366,0.4893851113170318,0.0,4.266666666666667,15,0,0,4,3,8,static/images/500px_cc0/medium/139228225_Sunset-PicLiberum.com_0001.jpg
static/images/500px_cc0/medium/139228225_Sunset-PicLiberum.com_0001.jpg1,0.7432233529572065,0.4115833741274837,1.0,4.133333333333334,15,0,0,3,7,5,static/images/500px_cc0/medium/139228225_Sunset-PicLiberum.com_0001.jpg
static/images/500px_cc0/medium/139228681_Leaf-PicLiberum.com_0003.jpg0,0.9376144618769908,0.5413624728024811,0.0,3.4285714285714284,14,0,2,6,4,2,static/images/500px_cc0/medium/139228681_Leaf-PicLiberum.com_0003.jpg
static/images/500px_cc0/medium/139228681_Leaf-PicLiberum.com_0003.jpg1,1.3201731488169053,0.7310875214840729,1.0,3.2,15,2,2,5,3,3,static/images/500px_cc0/medium/139228681_Leaf-PicLiberum.com_0003.jpg
static/images/500px_cc0/medium/139228685_Icy-PicLiberum.com_0005.jpg0,0.9486832980505138,0.6786471488222974,0.0,3.3,10,0,3,1,6,0,static/images/500px_cc0/medium/139228685_Icy-PicLiberum.com_0005.jpg
static/images/500px_cc0/medium/139228685_Icy-PicLiberum.com_0005.jpg1,0.8432740427115677,0.6032419100642643,1.0,3.6,10,0,1,3,5,1,static/images/500px_cc0/medium/139228685_Icy-PicLiberum.com_0005.jpg
static/images/500px_cc0/medium/139253069_Bridge-PicLiberum_com_0007.jpg0,1.337115846843043,0.8495628775301536,0.0,3.8333333333333335,12,1,1,2,3,5,static/images/500px_cc0/medium/139253069_Bridge-PicLiberum_com_0007.jpg
static/images/500px_cc0/medium/139253069_Bridge-PicLiberum_com_0007.jpg1,1.2292725943057183,0.8793686396348299,1.0,3.8,10,0,2,2,2,4,static/images/500px_cc0/medium/139253069_Bridge-PicLiberum_com_0007.jpg
static/images/500px_cc0/medium/139253071_Shroom-PicLiberum_com_0008.jpg0,1.0836246694508316,0.6885022674100241,0.0,3.5833333333333335,12,0,3,1,6,2,static/images/500px_cc0/medium/139253071_Shroom-PicLiberum_com_0008.jpg
static/images/500px_cc0/medium/139253071_Shroom-PicLiberum_com_0008.jpg1,0.9653072991634231,0.6133269968450268,1.0,3.75,12,0,2,1,7,2,static/images/500px_cc0/medium/139253071_Shroom-PicLiberum_com_0008.jpg
static/images/500px_cc0/medium/139398055_Mermaid-PicLiberum_com_0010.jpg0,1.0571882797418488,0.5435560570106319,0.0,3.3529411764705883,17,1,2,6,6,2,static/images/500px_cc0/medium/139398055_Mermaid-PicLiberum_com_0010.jpg
static/images/500px_cc0/medium/139398055_Mermaid-PicLiberum_com_0010.jpg1,1.2421180068162376,0.6878620246198959,1.0,3.4,15,1,3,3,5,3,static/images/500px_cc0/medium/139398055_Mermaid-PicLiberum_com_0010.jpg
static/images/500px_cc0/medium/139398057_Snow-PicLiberum_com_0011.jpg0,1.0144785195688801,0.5405774448786962,0.0,3.6875,16,0,2,5,5,4,static/images/500px_cc0/medium/139398057_Snow-PicLiberum_com_0011.jpg
static/images/500px_cc0/medium/139398057_Snow-PicLiberum_com_0011.jpg1,0.816496580927726,0.43508031659228585,1.0,4.0,16,0,0,5,6,5,static/images/500px_cc0/medium/139398057_Snow-PicLiberum_com_0011.jpg
static/images/500px_cc0/medium/139933905_Tall-PicLiberum_com_0014.jpg0,1.12006493318265,0.7524698608070008,0.0,3.3636363636363638,11,1,1,3,5,1,static/images/500px_cc0/medium/139933905_Tall-PicLiberum_com_0014.jpg
static/images/500px_cc0/medium/139933905_Tall-PicLiberum_com_0014.jpg1,0.615727926214882,0.35551072030388897,1.0,4.071428571428571,14,0,0,2,9,3,static/images/500px_cc0/medium/139933905_Tall-PicLiberum_com_0014.jpg
static/images/500px_cc0/medium/140186005_Buildings-PicLiberum_com_0016.jpg0,1.1969747440993466,0.5769233593306025,0.0,3.1052631578947367,19,2,4,5,6,2,static/images/500px_cc0/medium/140186005_Buildings-PicLiberum_com_0016.jpg
static/images/500px_cc0/medium/140186005_Buildings-PicLiberum_com_0016.jpg1,1.40089257261219,0.7464829593179205,1.0,3.3125,16,2,3,3,4,4,static/images/500px_cc0/medium/140186005_Buildings-PicLiberum_com_0016.jpg
static/images/500px_cc0/medium/146001191_Sarlos_baberpafrany_Cyrtomium_falcatum_House_holly-fern_or_Japanese_holly_fern.jpg0,1.1875421719907089,0.7176245523693869,0.0,3.076923076923077,13,2,1,5,4,1,static/images/500px_cc0/medium/146001191_Sarlos_baberpafrany_Cyrtomium_falcatum_House_holly-fern_or_Japanese_holly_fern.jpg
static/images/500px_cc0/medium/146001191_Sarlos_baberpafrany_Cyrtomium_falcatum_House_holly-fern_or_Japanese_holly_fern.jpg1,0.9268086959962983,0.5600648897221667,1.0,3.230769230769231,13,0,3,5,4,1,static/images/500px_cc0/medium/146001191_Sarlos_baberpafrany_Cyrtomium_falcatum_House_holly-fern_or_Japanese_holly_fern.jpg
static/images/500px_cc0/medium/146064559_Viktoria.jpg0,0.9534625892455924,0.6058012272080422,0.0,2.0,12,4,5,2,1,0,static/images/500px_cc0/medium/146064559_Viktoria.jpg
static/images/500px_cc0/medium/146064559_Viktoria.jpg1,1.0163498575623615,0.5868229368187734,1.0,2.5714285714285716,14,2,5,4,3,0,static/images/500px_cc0/medium/146064559_Viktoria.jpg
static/images/500px_cc0/medium/147598739_ivy_on_fence.jpg0,0.9374368665610923,0.5956189687967841,0.0,2.8333333333333335,12,1,3,5,3,0,static/images/500px_cc0/medium/147598739_ivy_on_fence.jpg
static/images/500px_cc0/medium/147598739_ivy_on_fence.jpg1,1.1645001528813153,0.7398880980297622,1.0,2.9166666666666665,12,2,1,6,2,1,static/images/500px_cc0/medium/147598739_ivy_on_fence.jpg
static/images/500px_cc0/medium/148674963_How_could_a_wise_man_sincerely_believe_that_the_formless_Existence_is_affected_by_forms_.jpg0,1.2727462594467418,0.6134440606998548,0.0,3.210526315789474,19,3,1,7,5,3,static/images/500px_cc0/medium/148674963_How_could_a_wise_man_sincerely_believe_that_the_formless_Existence_is_affected_by_forms_.jpg
static/images/500px_cc0/medium/148674963_How_could_a_wise_man_sincerely_believe_that_the_formless_Existence_is_affected_by_forms_.jpg1,1.020835571068081,0.47776575384575715,1.0,3.1,20,2,2,9,6,1,static/images/500px_cc0/medium/148674963_How_could_a_wise_man_sincerely_believe_that_the_formless_Existence_is_affected_by_forms_.jpg
static/images/500px_cc0/medium/149163029_Pygmy_Iris_Apro_noszirom_Iris_pumila.jpg0,0.8888194417315589,0.36688663346735684,0.0,3.04,25,0,7,12,4,2,static/images/500px_cc0/medium/149163029_Pygmy_Iris_Apro_noszirom_Iris_pumila.jpg
static/images/500px_cc0/medium/149163029_Pygmy_Iris_Apro_noszirom_Iris_pumila.jpg1,0.8983415518941831,0.4329867681001325,1.0,3.1578947368421053,19,0,4,10,3,2,static/images/500px_cc0/medium/149163029_Pygmy_Iris_Apro_noszirom_Iris_pumila.jpg
static/images/500px_cc0/medium/151440493_Mark.jpg0,1.2351684199496948,0.7464048059710824,0.0,2.230769230769231,13,5,2,5,0,1,static/images/500px_cc0/medium/151440493_Mark.jpg
static/images/500px_cc0/medium/151440493_Mark.jpg1,1.3165611772087666,0.9418111302253394,1.0,2.2,10,4,2,3,0,1,static/images/500px_cc0/medium/151440493_Mark.jpg
static/images/500px_cc0/medium/154312333_Defocused_focusing.jpg0,1.1982893790305562,0.724119024585277,0.0,2.5384615384615383,13,3,3,5,1,1,static/images/500px_cc0/medium/154312333_Defocused_focusing.jpg
static/images/500px_cc0/medium/154312333_Defocused_focusing.jpg1,0.8660254037844386,0.5502462900207372,1.0,2.25,12,2,6,3,1,0,static/images/500px_cc0/medium/154312333_Defocused_focusing.jpg
static/images/500px_cc0/medium/159785189_Retouch_Lake.jpg0,1.0744355563298724,0.5524237883655871,0.0,4.176470588235294,17,1,0,2,6,8,static/images/500px_cc0/medium/159785189_Retouch_Lake.jpg
static/images/500px_cc0/medium/159785189_Retouch_Lake.jpg1,1.3004524099667143,0.6686309315348149,1.0,4.235294117647059,17,2,0,0,5,10,static/images/500px_cc0/medium/159785189_Retouch_Lake.jpg
static/images/500px_cc0/medium/160438281_Mom_picking_lavender.jpg0,1.2752073737842977,0.5150674050300927,0.0,2.8846153846153846,26,4,7,6,6,3,static/images/500px_cc0/medium/160438281_Mom_picking_lavender.jpg
static/images/500px_cc0/medium/160438281_Mom_picking_lavender.jpg1,1.1672930649220892,0.5626172479060032,1.0,2.8421052631578947,19,3,4,6,5,1,static/images/500px_cc0/medium/160438281_Mom_picking_lavender.jpg
static/images/500px_cc0/medium/162077443_Sunset.jpg0,1.11868761873192,0.539190172743365,0.0,4.157894736842105,19,0,3,1,5,10,static/images/500px_cc0/medium/162077443_Sunset.jpg
static/images/500px_cc0/medium/162077443_Sunset.jpg1,1.108409413786904,0.5045419160909497,1.0,4.142857142857143,21,1,1,2,7,10,static/images/500px_cc0/medium/162077443_Sunset.jpg
static/images/500px_cc0/medium/162876571_among_the_reeds.jpg0,1.01418510567422,0.5616369912521684,0.0,2.8,15,1,5,6,2,1,static/images/500px_cc0/medium/162876571_among_the_reeds.jpg
static/images/500px_cc0/medium/162876571_among_the_reeds.jpg1,0.9763280054720371,0.47057503552366065,1.0,2.789473684210526,19,2,4,10,2,1,static/images/500px_cc0/medium/162876571_among_the_reeds.jpg
static/images/500px_cc0/medium/163075841_train_yourself_to_see_god_in_everything.jpg0,0.869718492622904,0.525565625100826,0.0,3.3846153846153846,13,0,1,8,2,2,static/images/500px_cc0/medium/163075841_train_yourself_to_see_god_in_everything.jpg
static/images/500px_cc0/medium/163075841_train_yourself_to_see_god_in_everything.jpg1,0.8418973861410954,0.48609707863815244,1.0,3.357142857142857,14,0,1,9,2,2,static/images/500px_cc0/medium/163075841_train_yourself_to_see_god_in_everything.jpg
static/images/500px_cc0/medium/164175291_pylon_in_the_clouds.jpg0,1.4396969378057567,0.9672015633207073,0.0,2.4545454545454546,11,3,4,2,0,2,static/images/500px_cc0/medium/164175291_pylon_in_the_clouds.jpg
static/images/500px_cc0/medium/164175291_pylon_in_the_clouds.jpg1,1.1785113019775793,0.8430561986128184,1.0,2.5,10,2,3,4,0,1,static/images/500px_cc0/medium/164175291_pylon_in_the_clouds.jpg
static/images/500px_cc0/medium/168899139_Giant_Universe.jpg0,1.224744871391589,0.9414222459299724,0.0,3.6666666666666665,9,1,0,2,4,2,static/images/500px_cc0/medium/168899139_Giant_Universe.jpg
static/images/500px_cc0/medium/168899139_Giant_Universe.jpg1,1.509230856356236,1.0796387157711482,1.0,3.5,10,2,0,2,3,3,static/images/500px_cc0/medium/168899139_Giant_Universe.jpg
static/images/500px_cc0/medium/170149583_1_1_=_3.jpg0,0.7784989441615229,0.49463463073718705,0.0,2.3333333333333335,12,2,4,6,0,0,static/images/500px_cc0/medium/170149583_1_1_=_3.jpg
static/images/500px_cc0/medium/170149583_1_1_=_3.jpg1,0.9341987329938275,0.6276032484871216,1.0,2.5454545454545454,11,2,2,6,1,0,static/images/500px_cc0/medium/170149583_1_1_=_3.jpg
static/images/500px_cc0/medium/172478803_Keresztespok_Cross_Orbweaver.jpg0,1.276388133236386,0.680139226636002,0.0,2.8125,16,3,4,3,5,1,static/images/500px_cc0/medium/172478803_Keresztespok_Cross_Orbweaver.jpg
static/images/500px_cc0/medium/172478803_Keresztespok_Cross_Orbweaver.jpg1,1.2983506020002014,0.719002597867052,1.0,2.6,15,4,3,4,3,1,static/images/500px_cc0/medium/172478803_Keresztespok_Cross_Orbweaver.jpg
static/images/500px_cc0/medium/173224175_Bird_on_a_branch.jpg0,0.7537783614444091,0.47892792182564525,0.0,2.75,12,1,2,8,1,0,static/images/500px_cc0/medium/173224175_Bird_on_a_branch.jpg
static/images/500px_cc0/medium/173224175_Bird_on_a_branch.jpg1,0.833809387832792,0.46174824816511384,1.0,2.8666666666666667,15,1,3,8,3,0,static/images/500px_cc0/medium/173224175_Bird_on_a_branch.jpg
